trip_id,vehicle_id,driver_id,trip_date,origin,destination,distance_km,duration_hr,fuel_liters,fuel_cost,purpose
T01488,V068,D025,2025-11-10,Springfield Depot,Harbor Terminal,44.0,0.75,7.5,11.06,service_run
T01582,V044,D020,2025-11-10,Northgate DC,Springfield Depot,171.9,4.04,29.1,46.4,delivery
T02359,V059,D002,2025-11-10,Northgate DC,Harbor Terminal,460.2,9.03,74.1,122.22,delivery
T02386,V032,D062,2025-11-10,Riverside Hub,Northgate DC,259.2,6.41,31.8,49.16,transfer
T02849,V027,D049,2025-11-10,Harbor Terminal,Springfield Depot,545.0,8.13,57.1,95.9,delivery
T03515,V092,D044,2025-11-10,Downtown Drop,Eastfield Park,474.9,7.7,43.6,75.77,delivery
T03596,V052,D065,2025-11-10,Riverside Hub,Harbor Terminal,31.2,0.49,3.1,4.72,pickup
T04097,V018,D028,2025-11-10,Westside Yard,Downtown Drop,269.4,4.01,31.3,46.64,pickup
T04443,V046,D071,2025-11-10,Springfield Depot,Riverside Hub,472.7,7.82,67.3,103.91,service_run
T04524,V105,D023,2025-11-10,Airport Cargo,Springfield Depot,326.0,4.79,58.1,88.42,delivery
T04957,V113,D053,2025-11-10,Harbor Terminal,Springfield Depot,490.5,7.96,46.1,74.71,delivery
T00138,V104,D068,2025-11-11,Downtown Drop,Westside Yard,306.6,4.85,44.3,67.16,service_run
T00261,V028,D064,2025-11-11,Riverside Hub,Airport Cargo,299.8,7.55,32.5,51.28,delivery
T00588,V094,D078,2025-11-11,Airport Cargo,Westside Yard,613.5,10.33,83.4,126.45,delivery
T00776,V032,D062,2025-11-11,Riverside Hub,Harbor Terminal,389.0,7.74,45.8,76.61,delivery
T00881,V044,D020,2025-11-11,Downtown Drop,Eastfield Park,221.3,4.28,22.0,36.71,service_run
T00926,V047,D050,2025-11-11,Downtown Drop,Springfield Depot,191.0,3.41,23.0,35.58,service_run
T01034,V046,D071,2025-11-11,Northgate DC,Harbor Terminal,529.8,13.8,60.8,94.8,transfer
T01848,V084,D013,2025-11-11,Westside Yard,Eastfield Park,34.8,0.57,3.5,5.22,delivery
T02360,V041,D047,2025-11-11,Westside Yard,Eastfield Park,506.2,13.0,64.6,107.74,transfer
T02604,V095,D034,2025-11-11,Eastfield Park,Airport Cargo,325.8,7.56,38.8,63.12,delivery
T02669,V102,D038,2025-11-11,Eastfield Park,Westside Yard,304.3,6.73,48.7,74.91,delivery
T02942,V045,D076,2025-11-11,Downtown Drop,Harbor Terminal,595.5,11.41,88.6,151.97,transfer
T03011,V045,D076,2025-11-11,Riverside Hub,Westside Yard,109.1,1.88,14.0,22.85,pickup
T03198,V098,D018,2025-11-11,Eastfield Park,Downtown Drop,594.7,11.77,100.4,147.33,service_run
T03631,V060,D005,2025-11-11,Westside Yard,Riverside Hub,603.4,12.03,61.2,94.53,service_run
T03633,V029,D060,2025-11-11,Airport Cargo,Westside Yard,244.4,4.8,29.8,48.42,delivery
T03778,V048,D036,2025-11-11,Airport Cargo,Northgate DC,88.4,1.67,10.2,16.58,delivery
T04188,V102,D038,2025-11-11,Westside Yard,Riverside Hub,515.9,9.85,79.3,135.86,transfer
T04971,V014,D031,2025-11-11,Springfield Depot,Riverside Hub,499.4,12.23,66.3,110.61,transfer
T00001,V108,D063,2025-11-12,Downtown Drop,Riverside Hub,276.0,6.95,30.3,46.94,delivery
T00391,V029,D060,2025-11-12,Riverside Hub,Airport Cargo,75.3,1.26,13.0,22.64,pickup
T00483,V077,D029,2025-11-12,Riverside Hub,Springfield Depot,282.8,5.79,29.0,45.54,delivery
T01251,V081,D042,2025-11-12,Eastfield Park,Airport Cargo,37.5,0.86,4.8,6.98,delivery
T01597,V110,D072,2025-11-12,Westside Yard,Riverside Hub,138.8,1.98,16.2,27.4,delivery
T01675,V110,D072,2025-11-12,Airport Cargo,Riverside Hub,252.1,4.62,25.2,40.43,delivery
T02260,V095,D034,2025-11-12,Northgate DC,Downtown Drop,285.8,5.55,40.1,69.23,delivery
T02309,V045,D076,2025-11-12,Harbor Terminal,Westside Yard,609.8,15.16,62.4,95.52,transfer
T02321,V095,D034,2025-11-12,Downtown Drop,Westside Yard,460.8,7.95,61.6,94.49,pickup
T02447,V070,D026,2025-11-12,Westside Yard,Riverside Hub,514.8,10.68,48.1,81.0,pickup
T02570,V063,D010,2025-11-12,Harbor Terminal,Springfield Depot,574.2,9.15,54.4,80.66,pickup
T03327,V074,D009,2025-11-12,Westside Yard,Downtown Drop,511.2,7.62,91.9,147.08,pickup
T03455,V019,D041,2025-11-12,Springfield Depot,Northgate DC,319.2,7.18,33.0,52.54,delivery
T03563,V035,D069,2025-11-12,Springfield Depot,Riverside Hub,80.4,2.03,11.2,19.27,service_run
T03781,V039,D045,2025-11-12,Riverside Hub,Northgate DC,18.6,0.43,2.9,4.27,delivery
T03931,V104,D068,2025-11-12,Westside Yard,Eastfield Park,266.1,5.87,43.7,63.82,transfer
T04013,V003,D058,2025-11-12,Downtown Drop,Harbor Terminal,136.2,2.28,19.7,31.54,delivery
T04403,V018,D028,2025-11-12,Harbor Terminal,Northgate DC,548.8,10.83,58.0,98.77,delivery
T04471,V104,D068,2025-11-12,Northgate DC,Eastfield Park,71.5,1.35,7.2,10.55,service_run
T04481,V113,D053,2025-11-12,Downtown Drop,Northgate DC,270.5,6.8,34.6,59.74,transfer
T04615,V114,D070,2025-11-12,Harbor Terminal,Northgate DC,322.1,5.11,43.9,67.24,pickup
T04647,V018,D028,2025-11-12,Westside Yard,Riverside Hub,516.2,10.96,67.8,105.97,delivery
T04736,V101,D017,2025-11-12,Westside Yard,Airport Cargo,571.4,11.34,70.4,120.07,transfer
T04751,V074,D009,2025-11-12,Airport Cargo,Downtown Drop,79.3,1.25,9.2,15.07,delivery
T04757,V102,D038,2025-11-12,Harbor Terminal,Northgate DC,485.5,7.05,72.1,121.91,delivery
T04962,V048,D036,2025-11-12,Westside Yard,Riverside Hub,389.6,6.36,37.4,64.87,service_run
T00394,V004,D003,2025-11-13,Riverside Hub,Airport Cargo,614.4,11.72,59.4,101.33,pickup
T00880,V062,D056,2025-11-13,Springfield Depot,Harbor Terminal,342.6,5.51,46.2,71.65,delivery
T02106,V045,D076,2025-11-13,Westside Yard,Northgate DC,463.6,11.61,48.0,82.29,transfer
T02627,V038,D011,2025-11-13,Riverside Hub,Downtown Drop,481.4,8.09,50.3,80.83,service_run
T02869,V039,D045,2025-11-13,Northgate DC,Eastfield Park,261.2,5.88,24.1,36.62,service_run
T03300,V082,D055,2025-11-13,Riverside Hub,Springfield Depot,512.6,9.38,62.0,90.74,delivery
T03639,V062,D056,2025-11-13,Airport Cargo,Northgate DC,125.7,2.25,19.2,31.26,delivery
T03892,V108,D063,2025-11-13,Harbor Terminal,Westside Yard,516.3,7.92,62.8,91.87,delivery
T03941,V010,D040,2025-11-13,Harbor Terminal,Springfield Depot,355.9,5.46,42.7,71.9,pickup
T04298,V074,D009,2025-11-13,Northgate DC,Harbor Terminal,377.4,9.4,46.3,70.84,service_run
T04463,V080,D054,2025-11-13,Riverside Hub,Northgate DC,471.3,9.39,54.1,82.22,service_run
T04499,V087,D039,2025-11-13,Downtown Drop,Airport Cargo,46.6,0.71,7.9,13.48,service_run
T05166,V037,D035,2025-11-13,Downtown Drop,Westside Yard,340.4,8.71,45.0,66.04,pickup
T05172,V084,D013,2025-11-13,Eastfield Park,Westside Yard,64.6,0.98,6.6,10.46,delivery
T00009,V084,D013,2025-11-14,Northgate DC,Springfield Depot,318.8,4.66,30.5,48.33,delivery
T00351,V043,D073,2025-11-14,Northgate DC,Eastfield Park,417.7,7.98,38.4,66.92,transfer
T00423,V092,D044,2025-11-14,Eastfield Park,Airport Cargo,180.8,2.94,30.4,52.53,delivery
T00934,V048,D036,2025-11-14,Downtown Drop,Westside Yard,179.8,3.54,29.1,49.34,delivery
T00979,V081,D042,2025-11-14,Westside Yard,Downtown Drop,210.0,3.14,34.6,51.82,pickup
T01092,V030,D022,2025-11-14,Springfield Depot,Downtown Drop,467.5,10.55,47.2,71.02,delivery
T01846,V029,D060,2025-11-14,Eastfield Park,Northgate DC,534.1,12.18,81.3,127.8,service_run
T02384,V087,D039,2025-11-14,Northgate DC,Harbor Terminal,46.9,0.91,7.1,11.01,service_run
T02717,V055,D059,2025-11-14,Westside Yard,Eastfield Park,496.8,9.17,65.8,100.19,delivery
T02785,V113,D053,2025-11-14,Airport Cargo,Northgate DC,181.1,3.25,18.4,27.08,delivery
T03077,V068,D025,2025-11-14,Westside Yard,Northgate DC,369.0,7.53,39.2,62.15,delivery
T03112,V019,D041,2025-11-14,Springfield Depot,Eastfield Park,575.5,9.65,66.6,97.59,delivery
T03229,V105,D023,2025-11-14,Eastfield Park,Harbor Terminal,24.4,0.5,3.1,5.11,delivery
T03288,V027,D049,2025-11-14,Downtown Drop,Airport Cargo,379.9,6.22,53.0,88.41,service_run
T03943,V012,D057,2025-11-14,Westside Yard,Northgate DC,287.7,5.69,34.4,59.35,service_run
T04184,V104,D068,2025-11-14,Harbor Terminal,Springfield Depot,609.2,11.32,66.3,110.29,delivery
T04186,V080,D054,2025-11-14,Springfield Depot,Northgate DC,480.5,11.83,50.2,75.65,delivery
T04201,V061,D001,2025-11-14,Northgate DC,Riverside Hub,589.1,10.15,68.9,100.38,transfer
T04328,V044,D020,2025-11-14,Downtown Drop,Airport Cargo,285.0,4.77,51.0,81.5,service_run
T04337,V035,D069,2025-11-14,Springfield Depot,Downtown Drop,390.9,8.59,48.1,79.78,service_run
T04369,V053,D019,2025-11-14,Eastfield Park,Springfield Depot,230.0,5.44,28.8,44.92,service_run
T04695,V048,D036,2025-11-14,Downtown Drop,Airport Cargo,579.2,14.47,96.8,141.85,delivery
T04792,V028,D064,2025-11-14,Northgate DC,Springfield Depot,308.8,6.7,29.8,50.3,transfer
T04910,V050,D007,2025-11-14,Springfield Depot,Airport Cargo,93.5,2.45,9.7,15.9,pickup
T05051,V101,D017,2025-11-14,Eastfield Park,Downtown Drop,215.7,4.25,20.8,33.31,service_run
T00310,V004,D003,2025-11-15,Springfield Depot,Airport Cargo,220.3,5.27,29.9,50.59,service_run
T00395,V104,D068,2025-11-15,Harbor Terminal,Westside Yard,34.9,0.81,4.1,6.47,delivery
T00468,V060,D005,2025-11-15,Eastfield Park,Riverside Hub,309.9,5.09,37.9,60.96,pickup
T00525,V077,D029,2025-11-15,Airport Cargo,Springfield Depot,184.9,4.18,17.7,30.03,pickup
T00877,V030,D022,2025-11-15,Eastfield Park,Springfield Depot,606.6,15.68,64.9,110.39,delivery
T00976,V037,D035,2025-11-15,Northgate DC,Harbor Terminal,589.5,10.49,67.6,118.17,pickup
T01001,V074,D009,2025-11-15,Northgate DC,Springfield Depot,336.4,6.1,43.8,65.17,delivery
T01183,V063,D010,2025-11-15,Riverside Hub,Springfield Depot,424.1,11.08,43.2,73.81,delivery
T01514,V104,D068,2025-11-15,Westside Yard,Riverside Hub,435.6,9.57,54.9,88.56,pickup
T01534,V019,D041,2025-11-15,Downtown Drop,Harbor Terminal,484.7,8.82,74.9,131.02,service_run
T01575,V044,D020,2025-11-15,Downtown Drop,Northgate DC,192.6,4.31,29.4,42.75,delivery
T01709,V014,D031,2025-11-15,Westside Yard,Downtown Drop,171.0,3.06,29.7,48.51,delivery
T01867,V060,D005,2025-11-15,Northgate DC,Eastfield Park,497.8,12.05,46.8,81.5,transfer
T01941,V043,D073,2025-11-15,Springfield Depot,Riverside Hub,216.7,4.9,26.5,42.64,pickup
T02327,V012,D057,2025-11-15,Downtown Drop,Northgate DC,443.6,6.89,44.9,76.86,service_run
T02514,V114,D070,2025-11-15,Springfield Depot,Northgate DC,187.9,4.7,20.9,31.82,delivery
T02518,V052,D065,2025-11-15,Springfield Depot,Riverside Hub,70.2,1.06,6.6,11.13,service_run
T02658,V053,D019,2025-11-15,Springfield Depot,Riverside Hub,471.4,8.85,82.0,122.92,delivery
T02720,V003,D058,2025-11-15,Riverside Hub,Springfield Depot,172.4,4.32,30.5,46.47,delivery
T02798,V063,D010,2025-11-15,Harbor Terminal,Westside Yard,306.3,5.32,40.9,67.26,service_run
T03078,V032,D062,2025-11-15,Harbor Terminal,Springfield Depot,39.8,0.9,6.5,11.33,delivery
T03310,V080,D054,2025-11-15,Riverside Hub,Westside Yard,545.6,8.52,74.2,125.63,delivery
T03373,V037,D035,2025-11-15,Downtown Drop,Springfield Depot,559.6,8.43,72.6,117.1,delivery
T04040,V053,D019,2025-11-15,Springfield Depot,Riverside Hub,489.5,10.73,65.0,111.05,delivery
T04343,V048,D036,2025-11-15,Airport Cargo,Northgate DC,574.5,8.75,102.0,150.3,delivery
T04657,V102,D038,2025-11-15,Northgate DC,Harbor Terminal,227.4,5.46,26.7,40.22,delivery
T04902,V102,D038,2025-11-15,Westside Yard,Riverside Hub,402.3,6.79,71.2,106.11,pickup
T04958,V108,D063,2025-11-15,Harbor Terminal,Riverside Hub,165.3,2.55,21.1,35.93,delivery
T04965,V046,D071,2025-11-15,Springfield Depot,Airport Cargo,297.3,5.43,32.6,54.45,service_run
T04966,V013,D016,2025-11-15,Harbor Terminal,Eastfield Park,81.0,1.29,11.4,17.8,transfer
T05194,V032,D062,2025-11-15,Riverside Hub,Northgate DC,157.1,3.69,23.4,34.71,pickup
T00015,V087,D039,2025-11-16,Airport Cargo,Springfield Depot,254.5,4.11,24.6,42.47,delivery
T00227,V117,D027,2025-11-16,Springfield Depot,Riverside Hub,330.0,6.04,41.3,64.79,service_run
T00401,V065,D080,2025-11-16,Downtown Drop,Northgate DC,293.9,7.6,28.7,45.66,delivery
T00582,V084,D013,2025-11-16,Northgate DC,Eastfield Park,21.5,0.36,3.5,5.56,pickup
T01171,V080,D054,2025-11-16,Airport Cargo,Springfield Depot,101.8,2.03,16.8,27.2,pickup
T01604,V113,D053,2025-11-16,Eastfield Park,Airport Cargo,503.7,7.99,70.6,113.58,pickup
T01975,V027,D049,2025-11-16,Springfield Depot,Riverside Hub,129.3,2.41,15.1,22.86,delivery
T02346,V014,D031,2025-11-16,Eastfield Park,Harbor Terminal,367.6,7.03,46.5,68.17,delivery
T02421,V035,D069,2025-11-16,Downtown Drop,Eastfield Park,106.1,2.07,12.4,18.42,transfer
T02663,V087,D039,2025-11-16,Airport Cargo,Harbor Terminal,88.5,1.55,10.4,16.2,delivery
T03070,V062,D056,2025-11-16,Airport Cargo,Springfield Depot,310.7,4.45,28.9,47.56,delivery
T03089,V038,D011,2025-11-16,Airport Cargo,Northgate DC,48.8,1.02,5.6,8.18,pickup
T03242,V105,D023,2025-11-16,Harbor Terminal,Springfield Depot,423.5,6.24,50.6,87.58,pickup
T03275,V044,D020,2025-11-16,Eastfield Park,Westside Yard,148.7,2.5,18.6,31.78,service_run
T03432,V029,D060,2025-11-16,Downtown Drop,Harbor Terminal,473.6,11.26,50.9,87.68,delivery
T03659,V035,D069,2025-11-16,Westside Yard,Harbor Terminal,303.5,6.14,33.4,56.38,transfer
T03857,V068,D025,2025-11-16,Downtown Drop,Westside Yard,512.9,7.58,54.1,91.0,delivery
T04079,V098,D018,2025-11-16,Airport Cargo,Springfield Depot,399.0,9.71,37.0,61.44,transfer
T04241,V084,D013,2025-11-16,Northgate DC,Downtown Drop,590.1,13.85,76.1,130.04,pickup
T04426,V065,D080,2025-11-16,Springfield Depot,Eastfield Park,32.7,0.54,4.0,6.84,delivery
T04502,V048,D036,2025-11-16,Harbor Terminal,Downtown Drop,48.1,0.95,5.9,9.71,pickup
T04687,V114,D070,2025-11-16,Harbor Terminal,Northgate DC,469.4,6.87,51.1,86.46,delivery
T04782,V006,D006,2025-11-16,Airport Cargo,Riverside Hub,160.1,2.59,22.9,34.3,pickup
T04880,V108,D063,2025-11-16,Westside Yard,Springfield Depot,17.8,0.32,1.6,2.34,service_run
T04913,V110,D072,2025-11-16,Riverside Hub,Northgate DC,506.0,8.28,69.1,118.35,delivery
T00081,V081,D042,2025-11-17,Northgate DC,Riverside Hub,274.2,4.84,32.0,48.85,delivery
T00189,V053,D019,2025-11-17,Riverside Hub,Eastfield Park,459.3,6.68,45.5,67.3,service_run
T00317,V048,D036,2025-11-17,Downtown Drop,Eastfield Park,95.7,2.22,9.7,16.62,delivery
T00744,V098,D018,2025-11-17,Downtown Drop,Riverside Hub,553.9,12.4,56.8,92.76,delivery
T01116,V084,D013,2025-11-17,Eastfield Park,Harbor Terminal,225.1,3.43,22.9,33.46,pickup
T01126,V101,D017,2025-11-17,Harbor Terminal,Springfield Depot,163.8,3.04,25.8,43.86,delivery
T01763,V104,D068,2025-11-17,Northgate DC,Springfield Depot,246.8,4.39,26.4,44.65,delivery
T02013,V102,D038,2025-11-17,Downtown Drop,Northgate DC,320.0,6.84,52.1,78.48,service_run
T02225,V104,D068,2025-11-17,Harbor Terminal,Downtown Drop,129.9,1.86,13.6,20.84,pickup
T02441,V052,D065,2025-11-17,Riverside Hub,Springfield Depot,491.4,12.89,59.1,97.01,pickup
T02537,V060,D005,2025-11-17,Downtown Drop,Harbor Terminal,382.4,5.85,40.3,60.79,delivery
T03030,V026,D021,2025-11-17,Airport Cargo,Springfield Depot,552.2,12.7,59.7,94.47,service_run
T03119,V060,D005,2025-11-17,Westside Yard,Springfield Depot,584.4,8.75,59.5,104.04,delivery
T03130,V003,D058,2025-11-17,Downtown Drop,Northgate DC,550.3,12.81,87.2,142.56,pickup
T03237,V047,D050,2025-11-17,Harbor Terminal,Eastfield Park,533.1,11.34,51.7,85.8,delivery
T03531,V044,D020,2025-11-17,Northgate DC,Harbor Terminal,209.2,3.29,27.3,45.51,pickup
T03610,V062,D056,2025-11-17,Riverside Hub,Northgate DC,165.0,2.5,18.4,31.12,transfer
T03814,V105,D023,2025-11-17,Airport Cargo,Harbor Terminal,93.0,2.44,14.7,24.42,delivery
T04195,V060,D005,2025-11-17,Riverside Hub,Springfield Depot,123.2,2.12,13.3,22.92,delivery
T04203,V113,D053,2025-11-17,Downtown Drop,Riverside Hub,571.8,10.21,84.8,133.22,pickup
T00177,V003,D058,2025-11-18,Northgate DC,Eastfield Park,366.6,5.85,39.4,60.07,pickup
T00293,V063,D010,2025-11-18,Westside Yard,Downtown Drop,73.9,1.43,8.8,15.18,delivery
T00363,V109,D051,2025-11-18,Harbor Terminal,Airport Cargo,512.8,9.17,71.6,113.77,delivery
T00478,V024,D079,2025-11-18,Riverside Hub,Downtown Drop,321.9,7.22,50.1,78.08,service_run
T00515,V102,D038,2025-11-18,Harbor Terminal,Westside Yard,15.6,0.23,1.9,2.76,pickup
T00674,V048,D036,2025-11-18,Airport Cargo,Riverside Hub,382.5,9.47,35.4,60.24,transfer
T00696,V027,D049,2025-11-18,Airport Cargo,Riverside Hub,369.9,6.11,35.2,60.81,delivery
T00750,V052,D065,2025-11-18,Airport Cargo,Westside Yard,390.5,6.08,43.2,62.74,delivery
T00847,V101,D017,2025-11-18,Northgate DC,Airport Cargo,564.4,8.52,75.7,120.17,delivery
T00910,V030,D022,2025-11-18,Airport Cargo,Eastfield Park,507.5,9.29,53.2,86.32,transfer
T01153,V012,D057,2025-11-18,Northgate DC,Westside Yard,128.8,2.68,21.5,31.48,delivery
T01166,V101,D017,2025-11-18,Airport Cargo,Downtown Drop,416.0,9.3,50.3,77.73,transfer
T01267,V108,D063,2025-11-18,Eastfield Park,Northgate DC,425.9,8.65,39.2,59.85,pickup
T01300,V010,D040,2025-11-18,Harbor Terminal,Riverside Hub,527.5,8.36,75.1,129.75,service_run
T01389,V108,D063,2025-11-18,Riverside Hub,Northgate DC,298.9,6.94,39.9,69.1,delivery
T01756,V040,D067,2025-11-18,Riverside Hub,Airport Cargo,558.6,11.46,57.7,84.48,delivery
T01879,V044,D020,2025-11-18,Downtown Drop,Riverside Hub,106.7,2.05,14.7,23.36,service_run
T01919,V040,D067,2025-11-18,Airport Cargo,Harbor Terminal,214.6,3.76,29.9,47.6,service_run
T02760,V069,D066,2025-11-18,Riverside Hub,Westside Yard,449.4,8.31,79.8,133.15,transfer
T03028,V003,D058,2025-11-18,Springfield Depot,Westside Yard,233.7,3.42,21.7,36.02,transfer
T03425,V053,D019,2025-11-18,Westside Yard,Eastfield Park,348.2,6.13,38.2,55.66,delivery
T03663,V027,D049,2025-11-18,Eastfield Park,Airport Cargo,22.2,0.36,2.9,4.26,delivery
T03727,V014,D031,2025-11-18,Downtown Drop,Riverside Hub,398.5,6.18,38.2,64.74,service_run
T03932,V110,D072,2025-11-18,Springfield Depot,Westside Yard,617.1,14.53,78.0,134.22,delivery
T04023,V084,D013,2025-11-18,Westside Yard,Riverside Hub,330.8,7.55,39.1,66.15,pickup
T04410,V069,D066,2025-11-18,Riverside Hub,Springfield Depot,519.9,8.05,51.7,86.0,delivery
T04944,V060,D005,2025-11-18,Harbor Terminal,Northgate DC,545.9,13.52,58.8,90.75,delivery
T05001,V039,D045,2025-11-18,Riverside Hub,Downtown Drop,281.3,4.84,46.8,69.4,delivery
T05160,V087,D039,2025-11-18,Northgate DC,Westside Yard,291.9,7.3,38.6,65.57,service_run
T00006,V102,D038,2025-11-19,Airport Cargo,Downtown Drop,174.3,3.74,21.6,31.72,service_run
T00530,V116,D012,2025-11-19,Harbor Terminal,Airport Cargo,549.7,9.99,81.6,126.06,pickup
T00713,V003,D058,2025-11-19,Harbor Terminal,Riverside Hub,95.0,1.4,9.8,15.97,delivery
T00719,V018,D028,2025-11-19,Westside Yard,Harbor Terminal,380.7,8.69,58.8,92.76,service_run
T01158,V087,D039,2025-11-19,Harbor Terminal,Airport Cargo,109.3,1.83,12.4,20.62,service_run
T01731,V052,D065,2025-11-19,Eastfield Park,Harbor Terminal,485.9,10.44,46.6,77.08,service_run
T01748,V116,D012,2025-11-19,Westside Yard,Riverside Hub,443.8,8.32,46.1,77.43,service_run
T01904,V021,D037,2025-11-19,Westside Yard,Downtown Drop,270.6,4.78,30.2,43.85,transfer
T02250,V080,D054,2025-11-19,Riverside Hub,Westside Yard,93.2,1.6,11.1,16.98,delivery
T02339,V063,D010,2025-11-19,Downtown Drop,Eastfield Park,269.5,4.94,36.9,61.58,delivery
T02808,V087,D039,2025-11-19,Harbor Terminal,Westside Yard,109.0,1.86,10.4,17.5,pickup
T03074,V068,D025,2025-11-19,Northgate DC,Downtown Drop,455.5,7.61,67.7,106.14,delivery
T03337,V060,D005,2025-11-19,Eastfield Park,Riverside Hub,110.7,2.48,10.6,17.65,delivery
T03750,V003,D058,2025-11-19,Downtown Drop,Riverside Hub,370.7,6.36,35.5,52.97,transfer
T04422,V101,D017,2025-11-19,Downtown Drop,Westside Yard,192.5,3.44,27.9,44.68,delivery
T04638,V077,D029,2025-11-19,Airport Cargo,Westside Yard,71.0,1.7,9.9,15.52,delivery
T04915,V077,D029,2025-11-19,Harbor Terminal,Eastfield Park,174.3,3.51,18.2,28.51,service_run
T04922,V008,D046,2025-11-19,Eastfield Park,Westside Yard,543.9,7.92,57.6,97.79,delivery
T04998,V044,D020,2025-11-19,Westside Yard,Springfield Depot,266.7,4.43,29.9,48.65,transfer
T05024,V092,D044,2025-11-19,Downtown Drop,Eastfield Park,68.6,1.42,9.1,15.61,pickup
T00246,V092,D044,2025-11-20,Airport Cargo,Springfield Depot,216.9,3.71,25.3,41.92,delivery
T00459,V084,D013,2025-11-20,Harbor Terminal,Northgate DC,65.4,1.15,6.3,9.99,service_run
T00476,V074,D009,2025-11-20,Northgate DC,Downtown Drop,480.9,8.0,56.2,90.18,service_run
T00517,V059,D002,2025-11-20,Riverside Hub,Northgate DC,112.7,2.76,13.4,22.24,delivery
T00700,V060,D005,2025-11-20,Airport Cargo,Westside Yard,593.3,9.26,101.7,162.57,transfer
T01790,V116,D012,2025-11-20,Eastfield Park,Downtown Drop,37.0,0.62,3.5,5.84,delivery
T02058,V094,D078,2025-11-20,Downtown Drop,Riverside Hub,487.3,7.82,80.2,138.9,service_run
T02113,V037,D035,2025-11-20,Westside Yard,Downtown Drop,115.4,1.79,11.8,18.17,delivery
T02224,V038,D011,2025-11-20,Riverside Hub,Harbor Terminal,103.7,2.34,14.1,22.49,delivery
T02381,V021,D037,2025-11-20,Westside Yard,Airport Cargo,387.2,8.13,50.1,77.61,pickup
T02473,V113,D053,2025-11-20,Westside Yard,Springfield Depot,197.8,4.5,20.2,29.56,delivery
T02591,V041,D047,2025-11-20,Eastfield Park,Riverside Hub,436.7,6.72,54.9,89.33,delivery
T02638,V059,D002,2025-11-20,Harbor Terminal,Westside Yard,115.4,2.3,18.4,27.06,delivery
T04618,V047,D050,2025-11-20,Eastfield Park,Northgate DC,481.5,7.01,44.1,68.92,service_run
T04679,V048,D036,2025-11-20,Harbor Terminal,Riverside Hub,55.8,1.18,5.2,7.83,service_run
T00078,V059,D002,2025-11-21,Westside Yard,Harbor Terminal,575.5,14.49,75.4,126.15,delivery
T00586,V101,D017,2025-11-21,Riverside Hub,Airport Cargo,521.1,8.67,52.3,82.8,transfer
T00587,V002,D074,2025-11-21,Airport Cargo,Northgate DC,482.3,7.19,49.6,74.9,delivery
T01320,V037,D035,2025-11-21,Airport Cargo,Downtown Drop,298.8,5.2,29.4,45.87,delivery
T01499,V065,D080,2025-11-21,Springfield Depot,Downtown Drop,100.2,2.44,13.1,20.08,delivery
T01680,V114,D070,2025-11-21,Northgate DC,Riverside Hub,490.6,10.2,69.9,109.92,transfer
T01845,V080,D054,2025-11-21,Northgate DC,Riverside Hub,550.4,8.53,77.2,115.59,service_run
T01851,V077,D029,2025-11-21,Harbor Terminal,Airport Cargo,113.8,2.25,11.4,17.15,delivery
T01921,V003,D058,2025-11-21,Westside Yard,Eastfield Park,15.4,0.3,2.7,4.46,delivery
T02745,V021,D037,2025-11-21,Downtown Drop,Northgate DC,388.1,6.73,37.4,57.63,delivery
